"","id","realtime_start","realtime_end","title","observation_start","observation_end","frequency","frequency_short","units","units_short","seasonal_adjustment","seasonal_adjustment_short","last_updated","popularity","group_popularity","notes"
"441","APUS23B72610","2023-12-17","2023-12-17","Average Price: Electricity per Kilowatt-Hour in Detroit-Warren-Dearborn, MI (CBSA)","1978-11-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:05:05-06",3,3,"All electricity.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"442","CWSR0000SETA01","2023-12-17","2023-12-17","Consumer Price Index for All Urban Wage Earners and Clerical Workers: New Vehicles in U.S. City Average","1953-01-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Seasonally Adjusted","SA","2023-12-12 07:42:23-06",3,3,NA
"443","CPIEOTRGS","2023-12-17","2023-12-17","Research Consumer Price Index: Other Goods and Services","1982-12-01","2023-11-01","Monthly","M","Index 1982=100","Index 1982=100","Seasonally Adjusted","SA","2023-12-12 15:31:04-06",3,3,"The BLS calculates a research price index called the Consumer Price Index for Americans 62 years of age and older, or R-CPI-E. The R-CPI-E is used by those interested in measures of price change specifically based on the spending patterns of the elderly (as defined in the construction of this index). Official uses of the R-CPI-E have been considered by other government agencies but not implemented due to several limitations. These limitations must be considered and understood by potential users of the data, and any conclusions drawn from these analyses should be treated as tentative.

See the Bureau of Labor Statistics (BLS) (https://www.bls.gov/cpi/research-series/r-cpi-e-home.htm) from more information."
"444","APU0400FD3101","2023-12-17","2023-12-17","Average Price: All Pork Chops (Cost per Pound/453.6 Grams) in the West Census Region - Urban","1998-01-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:04:27-06",3,3,"Bone-in, boneless, and semi-boneless pork chops, regardless of type, loin source, or processing state.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"445","SUUR0000SAA","2023-12-17","2023-12-17","Chained Consumer Price Index for All Urban Consumers: Apparel in U.S. City Average","1999-12-01","2023-11-01","Monthly","M","Index Dec 1999=100","Index Dec 1999=100","Not Seasonally Adjusted","NSA","2023-12-12 07:42:15-06",3,3,NA
"446","CUUR0000SEGD","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Miscellaneous Personal Services in U.S. City Average","1977-12-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-12-12 07:42:19-06",3,7,NA
"447","CUUR0000SETA","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: New and Used Motor Vehicles in U.S. City Average","1993-01-01","2023-11-01","Monthly","M","Index Dec 1997=100","Index Dec 1997=100","Not Seasonally Adjusted","NSA","2023-12-12 07:41:15-06",3,37,NA
"448","APU0100FJ1101","2023-12-17","2023-12-17","Average Price: Milk, Fresh, Low-Fat, Reduced Fat, Skim (Cost per Gallon/3.8 Liters) in the Northeast Census Region - Urban","2018-04-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:04:23-06",3,3,"Fresh low fat, reduced fat, or skim milk, sold per gallon, regardless of packaging type. Include organic and non-organic milk.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"449","CUSR0000SEFS","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Fats and Oils in U.S. City Average","1989-01-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Seasonally Adjusted","SA","2023-12-12 07:42:14-06",3,4,NA
"450","APU010074717","2023-12-17","2023-12-17","Average Price: Automotive Diesel Fuel (Cost per Gallon/3.785 Liters) in the Northeast Census Region - Urban","1998-01-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:04:23-06",3,3,"All automotive diesel fuel.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"451","CPILEGNS","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: All Items Less Energy in U.S. City Average","1957-01-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-12-12 07:41:18-06",3,21,"Handbook of Methods - (https://www.bls.gov/opub/hom/pdf/cpihom.pdf) Understanding the CPI: Frequently Asked Questions - (http://stats.bls.gov:80/cpi/cpifaq.htm)"
"452","APUS48A7471A","2023-12-17","2023-12-17","Average Price: Gasoline, All Types (Cost per Gallon/3.785 Liters) in Phoenix-Mesa-Scottsdale, AZ (CBSA)","2018-01-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:04:24-06",3,3,"All unleaded gasoline, all grades.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"453","APU0000703311","2023-12-17","2023-12-17","Average Price: Round Roast, USDA Choice, Boneless (Cost per Pound/453.6 Grams) in U.S. City Average","1980-01-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:04:29-06",3,3,"Boneless, USDA Choice uncooked round roasts, regardless of cut. Includes organic, non-organic, fresh, and frozen.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
